individual,mode,choice,ttme,invc,invt,gc,hinc,psize,mode_name,total_time,cost_per_income,party_adjusted_cost,gc_rel_min,time_rel_min,is_lowest_gc,is_fastest,gc_vs_mean,time_vs_mean
44,4,0,0.0,17.0,577.0,105.0,45.0,2.0,car,577.0,2.3333332814814827,52.5,0.0,432.0,1,0,0.8219178017853792,1.1220223604822122
45,1,1,45.0,105.0,115.0,122.0,8.0,2.0,air,160.0,15.24999809375024,61.0,22.0,0.0,0,1,1.0230607880665763,0.30888030828401486
45,2,0,44.0,35.0,622.0,130.0,8.0,2.0,train,666.0,16.249997968750254,65.0,30.0,506.0,0,0,1.0901467413824173,1.2857142832322117
45,3,0,53.0,31.0,616.0,125.0,8.0,2.0,bus,669.0,15.624998046875245,62.5,25.0,509.0,0,0,1.0482180205600167,1.291505789012537
45,4,0,0.0,12.0,577.0,100.0,8.0,2.0,car,577.0,12.499998437500196,50.0,0.0,417.0,1,0,0.8385744164480133,1.1138996117492286
46,1,1,20.0,106.0,190.0,127.0,70.0,1.0,air,210.0,1.8142856883673473,127.0,23.0,0.0,0,1,1.0539418999672872,0.3847915705271799
46,2,0,34.0,72.0,659.0,143.0,70.0,1.0,train,693.0,2.04285711367347,143.0,39.0,483.0,0,0,1.1867219818529295,1.2698121827396938
46,3,0,35.0,33.0,653.0,104.0,70.0,1.0,bus,688.0,1.4857142644897963,104.0,0.0,478.0,1,0,0.8630705322566761,1.2606504786795227
46,4,0,0.0,44.0,592.0,108.0,70.0,1.0,car,592.0,1.5428571208163269,108.0,4.0,382.0,0,0,0.8962655527280867,1.0847457607242406
47,1,1,60.0,90.0,100.0,105.0,26.0,2.0,air,160.0,4.0384613831361005,52.5,4.0,0.0,0,1,0.8641975237514607,0.31683168254092736
47,2,0,44.0,69.0,596.0,160.0,26.0,2.0,train,640.0,6.153845917159773,80.0,59.0,480.0,0,0,1.316872417145083,1.2673267301637094
47,3,0,53.0,30.0,590.0,120.0,26.0,2.0,bus,643.0,4.615384437869829,60.0,19.0,483.0,0,0,0.9876543128588122,1.273267324211352
47,4,0,0.0,13.0,577.0,101.0,26.0,2.0,car,577.0,3.8846152352071064,50.5,0.0,417.0,1,0,0.8312757133228337,1.1425742551632192
48,1,1,40.0,48.0,115.0,60.0,50.0,1.0,air,155.0,1.1999999760000006,60.0,11.0,0.0,0,1,0.9677419198751304,0.4743687820218247
48,2,0,34.0,31.0,365.0,70.0,50.0,1.0,train,399.0,1.3999999720000007,70.0,21.0,244.0,0,0,1.1290322398543187,1.2211170582368263
48,3,0,35.0,25.0,410.0,69.0,50.0,1.0,bus,445.0,1.3799999724000007,69.0,20.0,290.0,0,0,1.1129032078563998,1.3618974709658838
48,4,0,0.0,16.0,308.0,49.0,50.0,1.0,car,308.0,0.9799999804000005,49.0,0.0,153.0,1,0,0.7903225678980231,0.9426166765336904
49,1,1,50.0,69.0,85.0,82.0,10.0,3.0,air,135.0,8.199999180000082,27.333333333333332,30.0,0.0,0,1,1.1970802744951785,0.42187499868164063
49,2,0,44.0,16.0,344.0,68.0,10.0,3.0,train,388.0,6.799999320000069,22.666666666666668,16.0,253.0,0,0,0.9927007154350261,1.2124999962109375
49,3,0,53.0,13.0,389.0,72.0,10.0,3.0,bus,442.0,7.199999280000073,24.0,20.0,307.0,0,0,1.0510948751664981,1.3812499956835937
49,4,0,0.0,4.0,315.0,52.0,10.0,3.0,car,315.0,5.199999480000052,17.333333333333332,0.0,180.0,1,0,0.7591240765091376,0.9843749969238281
50,1,1,75.0,99.0,135.0,114.0,30.0,1.0,air,210.0,3.7999998733333373,114.0,17.0,0.0,0,1,0.8941176400461361,0.37201062821610165
50,2,0,34.0,96.0,678.0,169.0,30.0,1.0,train,712.0,5.633333145555562,169.0,72.0,502.0,0,0,1.32549018568243,1.2612931775707827
50,3,0,35.0,57.0,672.0,130.0,30.0,1.0,bus,707.0,4.3333331888888935,130.0,33.0,497.0,0,0,1.0196078351403308,1.2524357816608755
50,4,0,0.0,29.0,629.0,97.0,30.0,1.0,car,629.0,3.233333225555559,97.0,0.0,419.0,1,0,0.7607843077585544,1.1142604054663234
51,1,1,90.0,64.0,155.0,88.0,60.0,2.0,air,245.0,1.4666666422222228,44.0,0.0,0.0,1,1,0.6808510585620808,0.4222317959117074
51,2,0,44.0,74.0,678.0,177.0,60.0,2.0,train,722.0,2.9499999508333343,88.5,89.0,477.0,0,0,1.369439060971458,1.2442912516255213
51,3,0,53.0,35.0,672.0,137.0,60.0,2.0,bus,725.0,2.2833332952777785,68.5,49.0,480.0,0,0,1.059961307079603,1.249461436881583
51,4,0,0.0,20.0,629.0,115.0,60.0,2.0,car,629.0,1.9166666347222228,57.5,27.0,384.0,0,0,0.8897485424390829,1.084015508687608
52,1,1,85.0,105.0,85.0,118.0,30.0,4.0,air,170.0,3.9333332022222263,29.5,21.0,0.0,0,1,0.932806316736709,0.31221303891237273
52,2,0,44.0,56.0,665.0,156.0,30.0,4.0,train,709.0,5.199999826666672,39.0,59.0,539.0,0,0,1.233201571279039,1.3021120269933664
52,3,0,53.0,35.0,659.0,135.0,30.0,4.0,bus,712.0,4.4999998500000045,33.75,38.0,542.0,0,0,1.0671936674530145,1.3076216688565259
52,4,0,0.0,8.0,587.0,97.0,30.0,4.0,car,587.0,3.233333225555559,24.25,0.0,417.0,1,0,0.7667984129106845,1.0780532578915458
53,1,0,69.0,60.0,123.0,73.0,30.0,1.0,air,192.0,2.4333332522222246,73.0,24.0,0.0,0,1,1.1361867527441751,0.5609934242191573
53,2,1,15.0,24.0,365.0,64.0,30.0,1.0,train,380.0,2.1333332622222243,64.0,15.0,188.0,0,0,0.9961089339127015,1.1102994854337487
53,3,0,35.0,25.0,430.0,71.0,30.0,1.0,bus,465.0,2.36666658777778,71.0,22.0,273.0,0,0,1.1050583485594032,1.3586559492807715
53,4,0,0.0,13.0,332.0,49.0,30.0,1.0,car,332.0,1.6333332788888906,49.0,0.0,140.0,1,0,0.762645902526912,0.9700511293789594
54,1,0,64.0,58.0,90.0,72.0,50.0,2.0,air,154.0,1.4399999712000007,36.0,12.0,0.0,0,1,0.979591823406914,0.4638554202895921
54,2,1,30.0,22.0,340.0,74.0,50.0,2.0,train,370.0,1.4799999704000006,37.0,14.0,216.0,0,0,1.0068027073904393,1.1144578279685005
54,3,0,53.0,25.0,417.0,88.0,50.0,2.0,bus,470.0,1.7599999648000009,44.0,28.0,316.0,0,0,1.1972788952751172,1.4156626463383655
54,4,0,0.0,9.0,334.0,60.0,50.0,2.0,car,334.0,1.1999999760000006,30.0,0.0,180.0,1,0,0.8163265195057616,1.006024093355349
55,1,0,64.0,45.0,73.0,56.0,6.0,4.0,air,137.0,9.333331777778037,14.0,3.0,0.0,0,1,0.903225791883455,0.45514950014900496
55,2,1,15.0,22.0,290.0,66.0,6.0,4.0,train,305.0,10.999998166666971,16.5,13.0,168.0,0,0,1.0645161118626434,1.0132890331784417
55,3,0,53.0,13.0,395.0,73.0,6.0,4.0,bus,448.0,12.166664638889227,18.25,20.0,311.0,0,0,1.1774193358480753,1.488372088078498
55,4,0,0.0,5.0,314.0,53.0,6.0,4.0,car,314.0,8.833331861111356,13.25,0.0,177.0,1,0,0.8548386958896985,1.0431893653050188
56,1,0,69.0,108.0,170.0,126.0,30.0,1.0,air,239.0,4.199999860000005,126.0,0.0,0.0,1,1,0.9368029670126173,0.32406779617075554
56,2,1,30.0,31.0,875.0,126.0,30.0,1.0,train,905.0,4.199999860000005,126.0,0.0,666.0,1,0,0.9368029670126173,1.227118642403907
56,3,0,35.0,44.0,887.0,140.0,30.0,1.0,bus,922.0,4.666666511111116,140.0,14.0,683.0,0,0,1.0408921855695747,1.2501694898302786
56,4,0,0.0,50.0,884.0,146.0,30.0,1.0,car,884.0,4.866666504444449,146.0,20.0,645.0,0,0,1.0855018506654137,1.19864406617133
57,1,0,69.0,110.0,249.0,137.0,12.0,1.0,air,318.0,11.416665715277858,137.0,18.0,0.0,0,1,0.9909584015120549,0.39344262246403633
57,2,1,45.0,22.0,890.0,119.0,12.0,1.0,train,935.0,9.916665840277847,119.0,0.0,617.0,1,0,0.8607594874447777,1.1568202893203585
57,3,0,35.0,47.0,955.0,151.0,12.0,1.0,bus,990.0,12.58333228472231,151.0,32.0,672.0,0,0,1.0922242235643818,1.2248685416333207
57,4,0,0.0,38.0,990.0,146.0,12.0,1.0,car,990.0,12.166665652777864,146.0,27.0,672.0,0,0,1.0560578585456937,1.2248685416333207
58,1,0,64.0,115.0,138.0,136.0,36.0,2.0,air,202.0,3.7777776728395094,68.0,0.0,0.0,1,1,0.8540031343547684,0.28591648933345154
58,2,1,10.0,44.0,830.0,170.0,36.0,2.0,train,840.0,4.722222091049387,85.0,34.0,638.0,0,0,1.0675039179434604,1.188959658614353
58,3,0,53.0,50.0,869.0,182.0,36.0,2.0,bus,922.0,5.055555415123461,91.0,46.0,720.0,0,0,1.1428571356806458,1.305024768145754
58,4,0,0.0,18.0,862.0,149.0,36.0,2.0,car,862.0,4.138888773919756,74.5,13.0,660.0,0,0,0.935635786903386,1.2200990782447287
59,1,0,69.0,117.0,147.0,133.0,30.0,1.0,air,216.0,4.43333318555556,133.0,0.0,0.0,1,1,0.9568345254903992,0.30326430283851974
59,2,1,40.0,59.0,790.0,145.0,30.0,1.0,train,830.0,4.833333172222227,145.0,12.0,614.0,0,0,1.0431654601211118,1.1653211636850527
59,3,0,35.0,48.0,885.0,144.0,30.0,1.0,bus,920.0,4.799999840000005,144.0,11.0,704.0,0,0,1.0359712155685523,1.2916812898677694
59,4,0,0.0,38.0,883.0,134.0,30.0,1.0,car,883.0,4.4666665177777825,134.0,1.0,667.0,0,0,0.9640287700429585,1.2397332379926524
60,1,0,64.0,88.0,119.0,106.0,35.0,3.0,air,183.0,3.028571342040819,35.333333333333336,0.0,0.0,1,1,0.686084137954148,0.2656023218206062
60,2,1,50.0,78.0,775.0,196.0,35.0,3.0,train,825.0,5.599999840000005,65.33333333333333,90.0,642.0,0,0,1.2686084060284246,1.1973875164043724
60,3,0,53.0,43.0,840.0,170.0,35.0,3.0,bus,893.0,4.857142718367351,56.666666666666664,64.0,710.0,0,0,1.1003236174736335,1.2960812753322477
60,4,0,0.0,16.0,855.0,146.0,35.0,3.0,car,855.0,4.171428452244902,48.666666666666664,40.0,672.0,0,0,0.9449838126538265,1.2409288806372585
61,1,0,69.0,105.0,196.0,126.0,6.0,1.0,air,265.0,20.999996500000584,126.0,0.0,0.0,1,1,0.8967971466420132,0.3431531235439908
61,2,1,40.0,43.0,895.0,140.0,6.0,1.0,train,935.0,23.33332944444509,140.0,14.0,670.0,0,0,0.9964412740466814,1.2107478132589864
61,3,0,35.0,44.0,919.0,144.0,6.0,1.0,bus,954.0,23.999996000000667,144.0,18.0,689.0,0,0,1.0249110247337294,1.2353512447583668
61,4,0,0.0,50.0,935.0,152.0,6.0,1.0,car,935.0,25.333329111111816,152.0,26.0,670.0,0,0,1.0818505261078255,1.2107478132589864
62,1,0,64.0,120.0,333.0,170.0,6.0,1.0,air,397.0,28.3333286111119,170.0,10.0,0.0,0,1,0.9784172605558719,0.5031685671696216
62,2,1,25.0,28.0,870.0,160.0,6.0,1.0,train,895.0,26.66666222222296,160.0,0.0,498.0,1,0,0.9208633040525853,1.1343472735939832
62,3,0,53.0,52.0,890.0,187.0,6.0,1.0,bus,943.0,31.166661472223087,187.0,27.0,546.0,0,0,1.0762589866114591,1.1951837754180181
62,4,0,0.0,38.0,921.0,178.0,6.0,1.0,car,921.0,29.666661722223047,178.0,18.0,524.0,0,0,1.0244604257585013,1.1673003787486687
63,1,0,64.0,103.0,146.0,125.0,8.0,2.0,air,210.0,15.624998046875245,62.5,0.0,0.0,1,1,0.7886435281473595,0.2806548609680523
63,2,1,25.0,36.0,875.0,169.0,8.0,2.0,train,900.0,21.12499735937533,84.5,44.0,690.0,0,0,1.06624605005523,1.2028065470059384
63,3,0,53.0,43.0,943.0,186.0,8.0,2.0,bus,996.0,23.249997093750366,93.0,61.0,786.0,0,0,1.173501569883271,1.3311059120199051
63,4,0,0.0,19.0,887.0,154.0,8.0,2.0,car,887.0,19.2499975937503,77.0,29.0,677.0,0,0,0.9716088266775469,1.1854326746602972
64,1,0,69.0,103.0,138.0,118.0,6.0,1.0,air,207.0,19.666663388889436,118.0,9.0,0.0,0,1,0.9691991706841957,0.30508474531306595
64,2,1,5.0,22.0,800.0,109.0,6.0,1.0,train,805.0,18.166663638889393,109.0,0.0,598.0,1,0,0.895277200038791,1.1864406762174788
64,3,0,35.0,43.0,821.0,132.0,6.0,1.0,bus,856.0,21.999996333333943,132.0,23.0,649.0,0,0,1.0841889027992697,1.2616064830337415
64,4,0,0.0,36.0,846.0,128.0,6.0,1.0,car,846.0,21.33332977777837,128.0,19.0,639.0,0,0,1.0513346936235344,1.2468680895403566
65,1,0,64.0,116.0,164.0,141.0,12.0,2.0,air,228.0,11.749999020833416,70.5,0.0,0.0,1,1,0.8468468417606796,0.3268817199614599
65,2,1,75.0,89.0,685.0,193.0,12.0,2.0,train,760.0,16.08333199305567,96.5,52.0,532.0,0,0,1.1591591521972424,1.0896057332048663
65,3,0,53.0,47.0,875.0,180.0,12.0,2.0,bus,928.0,14.999998750000104,90.0,39.0,700.0,0,0,1.0810810745881017,1.3304659479133105
65,4,0,0.0,19.0,874.0,152.0,12.0,2.0,car,874.0,12.666665611111199,76.0,11.0,646.0,0,0,0.9129129074299526,1.2530465931855963
66,1,0,69.0,103.0,129.0,117.0,30.0,1.0,air,198.0,3.8999998700000043,117.0,1.0,0.0,0,1,0.8239436561694109,0.27848101226655275
66,2,0,34.0,88.0,925.0,189.0,30.0,1.0,train,959.0,6.299999790000006,189.0,73.0,761.0,0,0,1.3309859061198175,1.3488044988061823
66,3,1,10.0,30.0,790.0,116.0,30.0,1.0,bus,800.0,3.866666537777782,116.0,0.0,602.0,1,0,0.8169014026978775,1.1251758071375868
66,4,0,0.0,50.0,887.0,146.0,30.0,1.0,car,887.0,4.866666504444449,146.0,30.0,689.0,0,0,1.0281690068438802,1.2475386761637994
67,1,0,64.0,109.0,230.0,144.0,35.0,2.0,air,294.0,4.114285596734698,72.0,0.0,0.0,1,1,0.7137546433023314,0.33136094637209246
67,2,0,44.0,101.0,1104.0,269.0,35.0,2.0,train,1148.0,7.685714066122456,134.5,125.0,854.0,0,0,1.333333326724494,1.2938856001195993
67,3,0,53.0,56.0,1094.0,222.0,35.0,2.0,bus,1147.0,6.342856961632659,111.0,78.0,853.0,0,0,1.100371741757761,1.2927585220707145
67,4,1,0.0,26.0,960.0,172.0,35.0,2.0,car,960.0,4.914285573877556,86.0,28.0,666.0,0,0,0.8525402683888958,1.0819949269292817
68,1,0,69.0,108.0,177.0,127.0,35.0,1.0,air,246.0,3.6285713248979623,127.0,0.0,0.0,1,1,0.8537815068653344,0.3338988797639649
68,2,0,34.0,92.0,907.0,191.0,35.0,1.0,train,941.0,5.457142701224495,191.0,64.0,695.0,0,0,1.2840336048132195,1.277231080723134
68,3,1,45.0,39.0,850.0,131.0,35.0,1.0,bus,895.0,3.742857035918371,131.0,4.0,649.0,0,0,0.8806722629870772,1.2147947048323113
68,4,0,0.0,52.0,865.0,146.0,35.0,1.0,car,865.0,4.171428452244902,146.0,19.0,619.0,0,0,0.9815125984436128,1.17407532925134
69,1,0,64.0,92.0,161.0,117.0,60.0,3.0,air,225.0,1.9499999675000006,39.0,0.0,0.0,1,1,0.7233384808448935,0.3085361668720793
69,2,1,40.0,73.0,792.0,193.0,60.0,3.0,train,832.0,3.2166666130555566,64.33333333333333,76.0,607.0,0,0,1.193199374385166,1.140898181500311
69,3,0,53.0,46.0,920.0,186.0,60.0,3.0,bus,973.0,3.0999999483333345,62.0,69.0,748.0,0,0,1.1499227131380358,1.3342475127401474
69,4,0,0.0,16.0,887.0,151.0,60.0,3.0,car,887.0,2.516666624722223,50.333333333333336,34.0,662.0,0,0,0.9335394069023839,1.216318133402375
70,1,0,64.0,119.0,161.0,143.0,60.0,2.0,air,225.0,2.383333293611112,71.5,0.0,0.0,1,1,0.8524590113117197,0.31523642687882814
70,2,1,45.0,75.0,765.0,191.0,60.0,2.0,train,810.0,3.183333280277779,95.5,48.0,585.0,0,0,1.1385990990247445,1.1348511367637812
70,3,0,53.0,51.0,869.0,182.0,60.0,2.0,bus,922.0,3.033333282777779,91.0,39.0,697.0,0,0,1.0849478325785524,1.2917688248101313
70,4,0,0.0,19.0,898.0,155.0,60.0,2.0,car,898.0,2.583333290277779,77.5,12.0,673.0,0,0,0.923994033239976,1.2581436059430562
71,1,0,64.0,109.0,190.0,138.0,12.0,2.0,air,254.0,11.499999041666747,69.0,53.0,0.0,0,1,0.9583333266782408,0.391673091146225
71,2,1,40.0,24.0,399.0,85.0,12.0,2.0,train,439.0,7.083332743055605,42.5,0.0,185.0,1,0,0.5902777736786265,0.6769467992645385
71,3,0,53.0,46.0,951.0,190.0,12.0,2.0,bus,1004.0,15.833332013889,95.0,105.0,750.0,0,0,1.319444435281636,1.5481881240583066
71,4,0,0.0,27.0,897.0,163.0,12.0,2.0,car,897.0,13.583332201388984,81.5,78.0,643.0,0,0,1.1319444365837192,1.3831919793628498
72,1,0,69.0,111.0,108.0,122.0,10.0,1.0,air,177.0,12.199998780000122,122.0,9.0,0.0,0,1,0.942084934810155,0.2609657202197336
72,2,1,30.0,30.0,760.0,113.0,10.0,1.0,train,790.0,11.299998870000113,113.0,0.0,613.0,1,0,0.8725868658487501,1.1647622540880762
72,3,0,35.0,50.0,867.0,144.0,10.0,1.0,bus,902.0,14.399998560000146,144.0,31.0,725.0,0,0,1.111969103382478,1.3298931053005631
72,4,0,0.0,47.0,844.0,139.0,10.0,1.0,car,844.0,13.89999861000014,139.0,26.0,667.0,0,0,1.0733590650705864,1.2443789144940967
73,1,0,69.0,104.0,246.0,131.0,10.0,1.0,air,315.0,13.099998690000133,131.0,18.0,0.0,0,1,0.9492753554400337,0.38757305396791997
73,2,1,25.0,23.0,830.0,113.0,10.0,1.0,train,855.0,11.299998870000113,113.0,0.0,540.0,1,0,0.8188405737765176,1.0519840036272112
73,3,0,35.0,45.0,1068.0,161.0,10.0,1.0,bus,1103.0,16.099998390000163,161.0,48.0,788.0,0,0,1.1666666582125604,1.3571208842114784
73,4,0,0.0,41.0,978.0,147.0,10.0,1.0,car,978.0,14.699998530000148,147.0,34.0,663.0,0,0,1.0652173835853813,1.2033220532718276
74,1,0,69.0,104.0,200.0,126.0,15.0,1.0,air,269.0,8.399999440000038,126.0,12.0,0.0,0,1,0.9767441784748514,0.3602276526813155
74,2,1,75.0,23.0,835.0,114.0,15.0,1.0,train,910.0,7.599999493333367,114.0,0.0,641.0,1,0,0.8837209233820084,1.2186139923419967
74,3,0,35.0,43.0,846.0,135.0,15.0,1.0,bus,881.0,8.999999400000041,135.0,21.0,612.0,0,0,1.0465116197944835,1.1797790409376914
74,4,0,0.0,40.0,927.0,141.0,15.0,1.0,car,927.0,9.399999373333376,141.0,27.0,658.0,0,0,1.0930232473409052,1.2413793086824516
75,1,0,64.0,124.0,160.0,148.0,10.0,2.0,air,224.0,14.799998520000148,74.0,0.0,0.0,1,1,0.8445078411155045,0.3051771113008486
75,2,1,30.0,82.0,850.0,211.0,10.0,2.0,train,880.0,21.099997890000214,105.5,63.0,656.0,0,0,1.203994286995753,1.1989100801104768
75,3,0,53.0,54.0,893.0,189.0,10.0,2.0,bus,946.0,18.89999811000019,94.5,41.0,722.0,0,0,1.0784593376407456,1.2888283361187625
75,4,0,0.0,19.0,886.0,153.0,10.0,2.0,car,886.0,15.299998470000155,76.5,5.0,662.0,0,0,0.8730385114234607,1.207084467020321
76,1,0,64.0,103.0,145.0,125.0,8.0,1.0,air,209.0,15.624998046875245,125.0,0.0,0.0,1,1,0.7256894007216871,0.2845473107085809
76,2,1,50.0,73.0,840.0,200.0,8.0,1.0,train,890.0,24.99999687500039,200.0,75.0,681.0,0,0,1.1611030411546994,1.2117086436872584
76,3,0,53.0,43.0,892.0,178.0,8.0,1.0,bus,945.0,22.249997218750348,178.0,53.0,736.0,0,0,1.0333817066276825,1.2865895149263586
76,4,0,0.0,50.0,894.0,186.0,8.0,1.0,car,894.0,23.249997093750366,186.0,61.0,685.0,0,0,1.0798258282738704,1.2171545252319202
77,1,0,69.0,103.0,125.0,116.0,30.0,1.0,air,194.0,3.866666537777782,116.0,0.0,0.0,1,1,0.8451730357364442,0.2807525321552062
77,2,1,30.0,80.0,800.0,167.0,30.0,1.0,train,830.0,5.566666481111117,167.0,51.0,636.0,0,0,1.2167577324826395,1.2011577406640264
77,3,0,35.0,42.0,844.0,134.0,30.0,1.0,bus,879.0,4.4666665177777825,134.0,18.0,685.0,0,0,0.9763205757645131,1.272069462703228
77,4,0,0.0,38.0,861.0,132.0,30.0,1.0,car,861.0,4.399999853333338,132.0,16.0,667.0,0,0,0.9617486268725055,1.2460202586888274
78,1,0,64.0,113.0,163.0,137.0,20.0,2.0,air,227.0,6.849999657500017,68.5,2.0,0.0,0,1,0.8328267426575882,0.3098976104984333
78,2,0,44.0,51.0,948.0,195.0,20.0,2.0,train,992.0,9.749999512500024,97.5,60.0,765.0,0,0,1.1854103271403629,1.354266209755268
78,3,0,53.0,49.0,938.0,191.0,20.0,2.0,bus,991.0,9.549999522500023,95.5,56.0,764.0,0,0,1.1610942178656887,1.3529010220438211
78,4,1,0.0,26.0,720.0,135.0,20.0,2.0,car,720.0,6.7499996625000165,67.5,0.0,493.0,1,0,0.8206686880202512,0.9829351522417268
79,1,0,64.0,76.0,147.0,98.0,70.0,5.0,air,211.0,1.3999999800000003,19.6,0.0,0.0,1,1,0.5513361431711047,0.23614997175584782
79,2,0,44.0,63.0,918.0,203.0,70.0,5.0,train,962.0,2.899999958571429,40.6,105.0,751.0,0,0,1.1420534394258597,1.0766648001380361
79,3,0,53.0,44.0,908.0,182.0,70.0,5.0,bus,961.0,2.5999999628571433,36.4,84.0,750.0,0,0,1.0239099801749088,1.0755456059590984
79,4,1,0.0,10.0,1440.0,228.0,70.0,5.0,car,1440.0,3.2571428106122458,45.6,130.0,1229.0,0,0,1.2827004147246108,1.611639617670241
80,1,0,69.0,108.0,163.0,125.0,20.0,1.0,air,232.0,6.249999687500015,125.0,0.0,0.0,1,1,0.8771929763004002,0.3239092491114705
80,2,0,34.0,89.0,905.0,187.0,20.0,1.0,train,939.0,9.349999532500023,187.0,62.0,707.0,0,0,1.3122806925453987,1.3109947625675467
80,3,1,30.0,43.0,785.0,128.0,20.0,1.0,bus,815.0,6.399999680000016,128.0,3.0,583.0,0,0,0.8982456077316098,1.1378708535596918
80,4,0,0.0,35.0,879.0,130.0,20.0,1.0,car,879.0,6.499999675000016,130.0,5.0,647.0,0,0,0.9122806953524162,1.227225129176649
81,1,0,69.0,127.0,193.0,148.0,60.0,1.0,air,262.0,2.4666666255555563,148.0,1.0,0.0,0,1,0.8929110051709743,0.33154065127296345
81,2,0,34.0,109.0,888.0,205.0,60.0,1.0,train,922.0,3.416666609722223,205.0,58.0,660.0,0,0,1.2368024058111469,1.1667193911208866
81,3,1,60.0,52.0,1025.0,163.0,60.0,1.0,bus,1085.0,2.7166666213888897,163.0,16.0,823.0,0,0,0.9834087421815461,1.3729832314166615
81,4,0,0.0,50.0,892.0,147.0,60.0,1.0,car,892.0,2.4499999591666675,147.0,0.0,630.0,1,0,0.8868778227036029,1.1287567211277991
82,1,0,64.0,44.0,100.0,59.0,70.0,4.0,air,164.0,0.8428571308163267,14.75,27.0,0.0,0,1,0.967213098898146,0.5689505617729382
82,2,0,44.0,25.0,351.0,78.0,70.0,4.0,train,395.0,1.1142856983673473,19.5,46.0,231.0,0,0,1.2786885036280573,1.3703382432945768
82,3,0,53.0,20.0,361.0,75.0,70.0,4.0,bus,414.0,1.0714285561224492,18.75,43.0,250.0,0,0,1.2295081765654399,1.4362532474024172
82,4,1,0.0,5.0,180.0,32.0,70.0,4.0,car,180.0,0.457142850612245,8.0,0.0,16.0,1,0,0.5245901553345876,0.6244579336532249
83,1,0,69.0,59.0,98.0,69.0,8.0,1.0,air,167.0,8.624998921875136,69.0,23.0,0.0,0,1,1.2266666448592598,0.5268138784643095
83,2,1,1.0,11.0,320.0,46.0,8.0,1.0,train,321.0,5.749999281250091,46.0,0.0,154.0,1,0,0.8177777632395065,1.012618293335589
83,3,0,35.0,13.0,413.0,57.0,8.0,1.0,bus,448.0,7.124999109375112,57.0,11.0,281.0,0,0,1.013333315318519,1.4132492068982676
83,4,0,0.0,17.0,332.0,53.0,8.0,1.0,car,332.0,6.624999171875104,53.0,7.0,165.0,0,0,0.9422222054716053,1.0473186086835375
84,1,0,69.0,59.0,114.0,72.0,30.0,1.0,air,183.0,2.3999999200000026,72.0,28.0,0.0,0,1,1.0140844927593733,0.5470852001581907
84,2,1,25.0,60.0,337.0,97.0,30.0,1.0,train,362.0,3.233333225555559,97.0,53.0,179.0,0,0,1.3661971638563781,1.0822122538648362
84,3,0,35.0,25.0,423.0,71.0,30.0,1.0,bus,458.0,2.36666658777778,71.0,27.0,275.0,0,0,0.9999999859154932,1.36920776870192
84,4,0,0.0,8.0,335.0,44.0,30.0,1.0,car,335.0,1.4666666177777794,44.0,0.0,152.0,1,0,0.6197183011307281,1.0014947653169066
85,1,1,25.0,65.0,140.0,86.0,70.0,2.0,air,165.0,1.2285714110204085,43.0,0.0,0.0,1,1,0.7319148873879584,0.3259259252821216
85,2,0,44.0,69.0,596.0,160.0,70.0,2.0,train,640.0,2.285714253061225,80.0,74.0,475.0,0,0,1.3617021160706204,1.2641975283670173
85,3,0,53.0,30.0,590.0,120.0,70.0,2.0,bus,643.0,1.7142856897959189,60.0,34.0,478.0,0,0,1.0212765870529652,1.2701234542812376
85,4,0,0.0,16.0,577.0,104.0,70.0,2.0,car,577.0,1.4857142644897963,52.0,18.0,412.0,0,0,0.8851063754459032,1.139753084168389
86,1,0,69.0,60.0,67.0,67.0,60.0,1.0,air,136.0,1.1166666480555558,67.0,18.0,0.0,0,1,1.0468749836425784,0.4586846527531715
86,2,1,10.0,37.0,285.0,68.0,60.0,1.0,train,295.0,1.1333333144444449,68.0,19.0,159.0,0,0,1.0624999833984379,0.9949409747219529
86,3,0,35.0,28.0,400.0,72.0,60.0,1.0,bus,435.0,1.1999999800000003,72.0,23.0,299.0,0,0,1.1249999824218753,1.4671163525561
86,4,0,0.0,14.0,320.0,49.0,60.0,1.0,car,320.0,0.8166666530555559,49.0,0.0,184.0,1,0,0.7656249880371095,1.0792580064780506
87,1,0,64.0,59.0,118.0,77.0,20.0,2.0,air,182.0,3.8499998075000095,38.5,36.0,0.0,0,1,1.2031249812011722,0.5933170314806291
87,2,0,44.0,17.0,349.0,70.0,20.0,2.0,train,393.0,3.4999998250000086,35.0,29.0,211.0,0,0,1.0937499829101565,1.2811735899554244
87,3,0,53.0,14.0,359.0,68.0,20.0,2.0,bus,412.0,3.3999998300000085,34.0,27.0,230.0,0,0,1.0624999833984379,1.3431132800550505
87,4,1,0.0,5.0,240.0,41.0,20.0,2.0,car,240.0,2.049999897500005,20.5,0.0,58.0,1,0,0.6406249899902345,0.7823960854689614
88,1,0,69.0,61.0,72.0,69.0,15.0,1.0,air,141.0,4.599999693333354,69.0,21.0,0.0,0,1,1.1596638460560698,0.4626743216975412
88,2,1,10.0,18.0,305.0,51.0,15.0,1.0,train,315.0,3.3999997733333487,51.0,3.0,174.0,0,0,0.8571428427370951,1.0336341229413155
88,3,0,35.0,27.0,396.0,70.0,15.0,1.0,bus,431.0,4.666666355555576,70.0,22.0,290.0,0,0,1.1764705684626795,1.4142739904371648
